index,tweet,max_emotion,sentiment
4559,bachelor whitney bischoff talks engagement didnt let past close heart,sadness,positive
4560,brad pitt doubtful angelina jolie successful 4th marriage failed,fear,negative
4561,kourtney kardashian catches kendall jenner bed scott disick hooking,neutral,neutral
4562,environmentalist leonardo dicaprio used seaplane party hop around maldives,neutral,positive
4563,kate middleton less pleased prince williams skitrip behavior,joy,positive
4564,kim kardashian sick prince harry meghan markle royal wedding fever,sadness,negative
4565,kylie jenner made contestant cry khloé kardashians new reality show,neutral,negative
4566,jamie foxx spends day katie holmes suri cruise,joy,neutral
4567,batman ben affleck addresses rumours hes leaving dceu,sadness,neutral
4568,us report george amals 1 billion divorce announcement,joy,neutral
4569,charlie sheen defends trump death wish backlash,anger,negative
4570,bachelor chris soules arrested deadly crash killed iowa farmer,anger,negative
4571,britney spears marries model bf sam asghari secret ceremony report,joy,neutral
4572,worst hit song every year since 2000 macklemore train twice,sadness,negative
4573,kate middleton massive fortune duchess heres know royals net worth,joy,positive
4574,kendall jenner livid kris refuses invite caitlyn annual christmas eve party,anger,negative
4575,halle berry loves jayzs eric benét diss track cheating ruined marriage,sadness,negative
4576,robert pattinson bella hadid new couple cozied dior paris show report,neutral,neutral
4577,source reported blake shelton cheating gwen stefani friends still believe couple walk aisle someday,neutral,negative
4578,grammy winners 2018 complete list,neutral,positive
4579,katie holmes pushing jamie foxx go public relationship hes hesitant,fear,negative
4580,kendall jenners 20 best keeping kardashians moments,joy,positive
4581,michael strahan net worth,neutral,positive
4582,gone eric benet halle berry dumps new boo alex da kid bora bora baecation,joy,negative
4583,oprah winfrey says waiting sign god run us president,neutral,positive
4584,blake shelton really thinks gwen stefani split rumors says source,neutral,neutral
4585,report kim kardashian nude cookbook,neutral,neutral
4586,kevin hart talks wendy williams cheating exwife sits hot seat video,neutral,negative
4587,watch catherine zetajones michael kirk douglas video,neutral,neutral
4588,prince harry meghan markle ordered tone pda queen elizabeth,neutral,neutral
4589,ariana grande fly back us taylor swifts plane manchester bombing,neutral,neutral
4590,gwyneth paltrow angelina jolie others say weinstein harassed,fear,negative
4591,taylor swifts enemies joining forces gossip cop,neutral,negative
4592,ls angelina jolie plans marry mystery britishphilanthropist boyfriend,joy,neutral
4593,kourtney kardashian reportedly pregnant baby 4 exbf younes bendjima dad,joy,neutral
4594,jessica biel shocked pressure lose weight giving birth,surprise,negative
4595,justin bieber pedophiles run evil music industry,anger,negative
4596,apparently amal leaving george clooney,neutral,neutral
4597,expert meghan markle duchess kates handwriting reveals major difference,neutral,neutral
4598,leaving jennifer aniston angelina jolie one biggest mistakes brad pitt,sadness,negative
4599,nick jonas shows massive biceps gym,neutral,neutral
4600,beyonce absolute diva invited everyone mansion ignored guests,anger,negative
4601,rihanna laughing pregnancy rumors shes even trying report,joy,positive
4602,kanye west reportedly refuses change chicagos diapers kim furious,anger,negative
4603,revealed prince harry crush meghan markle two years meeting,sadness,negative
4604,good riddance celebrities react death charles manson,joy,negative
4605,selena gomez reportedly done justin bieber good,neutral,positive
4606,blake shelton disappointed luke bryan joined american idol voice,sadness,negative
4607,khloe kardashian fears lamar odom tellall book could divulge major family secrets,fear,negative
4608,rob pattinson still cares deeply kristen stewart getting back together party reunion,neutral,positive
4609,stella maxwell kristen stewart still dating heres everything know,neutral,neutral
4610,kanye west furious didnt make forbes top 5 richest hip hop artists,anger,negative
4611,oprahs dad pen tellall book,surprise,neutral
4612,brad pitt spending time kids filming new movie leonardo dicaprio,joy,neutral
4613,betty white reveals plans retire,sadness,neutral
4614,angelina jolie desperate reconciliation pittand feelings mutual,sadness,negative
4615,brad pitt angelina jolie dismiss reunion reports,neutral,neutral
4616,kris jenner wishes invite kate middleton prince william crazy christmas party,surprise,positive
4617,patrick dempsey called divorce jillian dempsey,neutral,neutral
4618,jennifer aniston justin theroux latest rumors friends alum pay leftovers actor millions silence,sadness,positive
4619,prince william kate middleton reveal theyll rule throne,joy,neutral
4620,david victoria beckham shut divorce rumors,sadness,neutral
4621,eva longoria using victoria beckham trainer nutritionist pregnancy weight,neutral,neutral
4622,kim kardashian explains didnt invite surrogate baby shower,sadness,negative
4623,selena gomezs ig driving justin bieber crazy,neutral,negative
4624,jennifer aniston staying busy split justin theroux shes moving,sadness,neutral
4625,emily blunt,anger,neutral
4626,meghan markles onscreen dad shades real father,neutral,neutral
4627,paris jackson reports come bisexual everyone known years news,neutral,neutral
4628,inside scott disicks unique relationship kardashian family kourtneys coparent kardashians,neutral,neutral
4629,hailey baldwin worries selena gomez never get justin bieber,sadness,negative
4630,deadpool 2s cable actor josh brolin used steroids beef videos,disgust,neutral
4631,beyonce husband jayz experienced difficult delivery birth twins lot drama exclusive,joy,negative
4632,2018 sag award nominations see full list nominees variety,neutral,positive
4633,josh duhamel meets jennifer garners kids,joy,neutral
4634,kourtney kardashian scott disick always family,neutral,neutral
4635,boss hell ellen degeneres treats talk show staff like peasants,anger,negative
4636,kourtney kardashian going knife transform voice,neutral,neutral
4637,james corden harry styles kiss holidaythemed carpool karaoke,joy,positive
4638,caitlyn jenner regrets bashing kylie jenners pregnancy begging delivery room,sadness,negative
4639,brad pitt seeing 6 kids several times week inside private time together,sadness,neutral
4640,miley cyrus shes struggling buy perfect holiday gift liam hemsworth,sadness,positive
4641,kate middleton meghan markle push,neutral,neutral
4642,charlie sheen says hivpositive,neutral,neutral
4643,katie holmes jamie foxx dating,neutral,neutral
4644,star jones slams radaronline false barbara walters feud story,anger,negative
4645,fergie addresses plastic surgery rumors cosmo uk,sadness,neutral
4646,kendall jenner feels insecure 16yearold kaia gerber catching,fear,negative
4647,george amal clooney pregnant baby 3 less year twins birth,joy,neutral
4648,katie holmes jamie foxx return,neutral,neutral
4649,anna faris livetweets chris pratts walk fame dayand laughs cries ceremony,joy,positive
4650,mariah carey new years eve performance foiled,joy,neutral
4651,beyonce jayz show strength vulnerability sensational run ii tour kickoff,fear,positive
4652,katie holmes jamie foxx steal secret getaway mexico together,neutral,negative
4653,lady gaga dating christian carino help acting career despite claim,sadness,positive
4654,brad pitts mom wants get back jennifer aniston,sadness,neutral
4655,jennifer aniston leans friends costar courteney cox justin theroux split,neutral,positive
4656,kim kanye reportedly drop 15 million roundtheclock security surrogate,surprise,positive
4657,stand prince harry meghan markle married,joy,neutral
4658,time person year,neutral,neutral
4659,beyonce jayz putting family first new tour theyre excited together 247,joy,positive
4660,jimmy kimmel talks donald trump harvey weinstein gma,joy,neutral
4661,troian bellisario,neutral,neutral
4662,ben affleck jennifer garner secretly separated headed divorce,sadness,neutral
4663,sandra bullocks net worth,neutral,positive
4664,everything know katie holmes jamie foxxs undertheradar relationship,neutral,neutral
4665,rumor billie lourd play goldie hawn movie also rumored kate hudson play part find married biography,neutral,positive
4666,brad pitt good education,neutral,positive
4667,tyga kylie jenner get back together rapper hints possible future reconciliation,neutral,neutral
4668,celebrities spoken equal pay hollywood,joy,negative
4669,ellen degeneres wife portia de rossi makes cry 60th birthday gift,sadness,negative
4670,kim kardashian bans kids art class special treatment north penelope,sadness,positive
4671,michael strahan sara haines host abcs new gma hour,joy,neutral
4672,reese witherspoon divorce crisis,sadness,negative
4673,caitlyn jenner 68 sophia hutchins 21 getting married reportedly making secret wedding plans,surprise,neutral
4674,james comey testifies congress celebrities react twitter,surprise,neutral
4675,sarah jessica parker matthew broderick net worth,surprise,positive
4676,jennifer aniston racing 225 million divorce,sadness,neutral
4677,carrie fisher,neutral,neutral
4678,ellen degeneres portia de rossi share date night,neutral,positive
4679,khloé kardashian trademarks koko name makeup collection,neutral,neutral
4680,star cover story kimkanye 1 billion divorce busted gossip cop,surprise,negative
4681,rihanna dating hassan jameel still man life according reports,sadness,neutral
4682,california supreme court rejects friends lawsuit defends sanctity writers room,neutral,positive
4683,angelina jolie buys 25 million la mansion prepping wedding see pics inside,joy,neutral
